product_id,product_name,price,rating,url
P0045,Samsung Galaxy Gập,0,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-gap-2
P0046,Itel P55 Plus NFC 8GB 256GB,3490000,4.9,https://fptshop.com.vn/dien-thoai/itel-p55-plus-nfc
P0047,Xiaomi Redmi Note 15 Pro 12GB 256GB,9290000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-15-pro
P0048,Samsung Galaxy A07 4GB 128GB,3990000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a07
P0049,OPPO Reno12 5G 12GB 256GB,9990000,4.9,https://fptshop.com.vn/dien-thoai/oppo-reno12
P0050,Masstel Izi 15 4G,460000,4.9,https://fptshop.com.vn/dien-thoai/masstel-izi-15
P0051,Nubia A56 4GB 128GB,3390000,4.9,https://fptshop.com.vn/dien-thoai/nubia-a56
P0052,Nubia V80 Design 4GB 128GB,3690000,4.9,https://fptshop.com.vn/dien-thoai/nubia-v80-design-4gb
P0053,iPhone Air 256GB,22990000,4.9,https://fptshop.com.vn/dien-thoai/iphone-air
P0054,Xiaomi Redmi A7 3GB 64GB,3690000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-a7
P0055,Honor X9d 5G 8GB 256GB,10190000,4.9,https://fptshop.com.vn/dien-thoai/honor-x9d
P0056,Samsung Galaxy S26 Plus 5G 12GB 256GB,25490000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-s26-plus
P0057,Honor Play 10 3GB 64GB,3890000,4.9,https://fptshop.com.vn/dien-thoai/honor-play-10
P0058,Samsung Galaxy S26 Ultra 5G 12GB 256GB,30590000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-s26-ultra
P0059,Nubia Fold 5G 12GB 256GB,29990000,4.9,https://fptshop.com.vn/dien-thoai/nubia-fold
P0060,OPPO Reno13 F 5G 12GB 256GB,9990000,4.9,https://fptshop.com.vn/dien-thoai/oppo-reno13-f-5g
P0061,iPhone 17 Pro Max 256GB,35990000,4.9,https://fptshop.com.vn/dien-thoai/iphone-17-pro-max
P0062,Honor 600 5G 12GB 256GB,18590000,4.9,https://fptshop.com.vn/dien-thoai/honor-600-12gb
P0063,Samsung Galaxy Z Flip7 5G 12GB 256GB,22990000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-z-flip7
P0064,Xiaomi 15T Pro 5G 12GB 512GB,16990000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-15t-pro
P0065,Tecno Spark Go 3 4GB 64GB,3390000,4.9,https://fptshop.com.vn/dien-thoai/tecno-spark-go-3
P0066,Tecno Spark 30 8GB 128GB,3190000,4.9,https://fptshop.com.vn/dien-thoai/tecno-spark-30-8gb
P0067,Tecno Spark 50 4GB 128GB,4490000,4.9,https://fptshop.com.vn/dien-thoai/tecno-spark-50
P0068,Honor X5c Plus 4GB 64GB,3690000,4.9,https://fptshop.com.vn/dien-thoai/honor-x5c-plus
P0069,Samsung Galaxy Gập,0,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-gap-1
P0070,Honor X7c 8GB 256GB,4500000,4.9,https://fptshop.com.vn/dien-thoai/honor-x7c
P0071,Honor X5c 4GB 64GB,3290000,4.9,https://fptshop.com.vn/dien-thoai/honor-x5c
P0072,Honor X7d 8GB 128GB,6190000,4.9,https://fptshop.com.vn/dien-thoai/honor-x7d
P0073,Samsung Galaxy A26 5G 8GB 128GB,6990000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a26
P0074,Nokia 220 4G,990000,4.9,https://fptshop.com.vn/dien-thoai/nokia-220-4g
P0075,Masstel Izi T5 Plus 4G,550000,4.9,https://fptshop.com.vn/dien-thoai/masstel-izi-t5-plus
P0076,Tecno Spark 40 6GB 128GB,3490000,4.9,https://fptshop.com.vn/dien-thoai/tecno-spark-40
P0077,Honor Magic V5 5G 16GB 512GB,42990000,4.9,https://fptshop.com.vn/dien-thoai/honor-magic-v5
P0078,Benco V90 Plus 4GB 64GB,2490000,4.9,https://fptshop.com.vn/dien-thoai/benco-v90-plus
P0079,Xiaomi Poco X7 5G 12GB 512GB,7490000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-poco-x7
P0080,Inoi 244 Modern Plus 4G,449000,4.9,https://fptshop.com.vn/dien-thoai/inoi-244-modern-plus-4g
P0081,Honor 400 5G 12GB 256GB,12450000,4.9,https://fptshop.com.vn/dien-thoai/honor-400
P0082,iPhone 17 256GB,23990000,4.9,https://fptshop.com.vn/dien-thoai/iphone-17
P0083,Xiaomi 17T Pro 5G 12GB 512GB,22990000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-17t-pro
P0084,Xiaomi Poco M8 Pro 5G 8GB 256GB,9990000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-poco-m8-pro-8gb
P0085,Xiaomi Redmi Note 15 6GB 128GB,5590000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-note-15
P0086,Samsung Galaxy A06 5G 4GB 128GB,3620000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a06
P0087,Xiaomi Redmi 13x 8GB 128GB,3990000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-redmi-13x
P0088,Tecno Spark 30 5G 6GB 128GB,3810000,4.9,https://fptshop.com.vn/dien-thoai/tecno-spark-30
P0089,Xiaomi Poco F8 Pro 5G 12GB 256GB,15990000,4.9,https://fptshop.com.vn/dien-thoai/xiaomi-poco-f8-pro
P0090,Nubia V80 Design 8GB 128GB,4190000,4.9,https://fptshop.com.vn/dien-thoai/nubia-v80-design
P0091,iPhone 15 128GB,17990000,4.9,https://fptshop.com.vn/dien-thoai/iphone-15
P0092,Samsung Galaxy A07 5G 4GB 128GB,5090000,4.9,https://fptshop.com.vn/dien-thoai/samsung-galaxy-a07-5g
P0093,Nubia V80 Max 8GB 128GB,4090000,4.9,https://fptshop.com.vn/dien-thoai/nubia-v80-max
P0094,Benco V91 Plus 6GB 128GB,3190000,4.9,https://fptshop.com.vn/dien-thoai/benco-v91-plus
P0095,Tecno Spark Go 2 4GB 64GB,2490000,4.9,https://fptshop.com.vn/dien-thoai/tecno-spark-go-2
P0096,Nubia V70 Max 6GB 128GB,2990000,4.9,https://fptshop.com.vn/dien-thoai/nubia-v70-max
P0097,REDMAGIC 11S Pro 5G 16GB 512GB,25990000,4.9,https://fptshop.com.vn/dien-thoai/redmagic-11s-pro-16gb
P0098,OPPO Reno13 F 8GB 256GB,7990000,4.9,https://fptshop.com.vn/dien-thoai/oppo-reno13-f
